Index,acc,name,length,organism,_5,level,_7
1380777,A0A6J3RLL5,Microtubule-associated protein,469,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.606,2.0,
1380784,A0A6J3PVX6,,268,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.519,2.0,
1380789,A0A6J3SB71,Centrosomal protein 43,381,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.52,2.0,
1380809,A0A2U4BNX1,,614,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.515,2.0,
1380815,A0A6J3PSC2,,655,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.637,2.0,
1380816,A0A2U4B2W9,,825,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.67,2.0,
1380817,A0A2U3V081,,1337,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.629,2.0,
1380839,A0A2U4C7H9,,1768,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.502,2.0,
1380853,A0A6J3S6X7,Protein phosphatase 1 regulatory subunit,1018,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.614,2.0,
1380856,A0A6J3QMJ6,Mediator of RNA polymerase II transcription subunit 1,1530,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.516,2.0,
1380867,A0A6J3QWH2,Ena/VASP-like protein,413,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.613,2.0,
1380873,A0A2U4BVE4,,1276,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.627,2.0,
1380876,A0A6J3RYZ4,Serine/threonine-protein phosphatase 1 regulatory subunit 10,861,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.559,2.0,
1380887,A0A2U4AZX1,,1321,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.645,2.0,
1380892,A0A6J3QUE7,,502,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.608,2.0,
1380901,A0A6J3Q7K6,,1506,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.54,2.0,
1380910,A0A6J3QSB8,,1488,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.509,2.0,
1380920,A0A2U4B085,,1304,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.613,2.0,
1380941,A0A6J3R7L1,,405,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.649,2.0,
1380966,A0A6J3QYL9,Transcription factor 12,705,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.655,2.0,
1380972,A0A6J3R0H6,Transcription factor 12,681,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.686,2.0,
1381005,A0A6J3RM04,Microtubule-associated protein,528,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.652,2.0,
1381017,A0A2U4AIB6,Mediator of RNA polymerase II transcription subunit 1,1579,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.5,2.0,
1381033,A0A6J3QWM3,,1408,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.528,2.0,
1381034,A0A6J3RR70,Splicing factor 1,632,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.603,2.0,
1381037,A0A6J3RQT7,,915,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.615,2.0,
1381044,A0A6J3QZH5,Transcription factor 12,706,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.564,2.0,
1381057,A0A7J7T793,,614,Myotis myotis (Greater mouse-eared bat),0.51,2.0,
1381107,A0A7J7T8N8,Serine/arginine-rich splicing factor 2,221,Myotis myotis (Greater mouse-eared bat),0.588,2.0,
1381109,A0A7J7Y0U8,Protein naked cuticle homolog,470,Myotis myotis (Greater mouse-eared bat),0.634,2.0,
1381112,A0A7J7ST02,,678,Myotis myotis (Greater mouse-eared bat),0.56,2.0,
1381132,A0A2U3V687,,482,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.502,2.0,
1381139,A0A6J3S7K1,,1272,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.525,2.0,
1381143,A0A6J3QE03,,1167,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.52,2.0,
1381144,A0A2U4BLK4,Elongin-A,774,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.552,2.0,
1381156,A0A7J7XK51,,893,Myotis myotis (Greater mouse-eared bat),0.643,2.0,
1381199,A0A7J7RKP9,Serine/threonine-protein phosphatase 1 regulatory subunit 10,881,Myotis myotis (Greater mouse-eared bat),0.538,2.0,
1381217,A0A6J3QYY7,Transcription factor 12,682,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.686,2.0,
1381238,A0A6J3S3T4,,1606,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.51,2.0,
1381239,A0A2U3V6C4,,121,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.62,2.0,
1381246,A0A6J3RCF0,,637,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.504,2.0,
1381260,A0A2U4BRQ2,,196,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.515,2.0,
1381272,A0A2U4CDG3,CD44 antigen,698,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.556,2.0,
1381284,A0A7J7SPU3,,670,Myotis myotis (Greater mouse-eared bat),0.551,2.0,
1381373,A0A6J3QRB4,[histone H3]-trimethyl-L-lysine(27) demethylase,1620,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.571,2.0,
1381391,A0AA40HZJ7,Syndecan,423,Eptesicus nilssonii (Northern bat),0.546,2.0,
1381396,A0A7J7YGB7,,506,Myotis myotis (Greater mouse-eared bat),0.573,2.0,
1381398,A0A7J8AKH8,,121,Myotis myotis (Greater mouse-eared bat),0.62,2.0,
1381399,A0A7J7T5I3,[histone H3]-trimethyl-L-lysine(27) demethylase,1693,Myotis myotis (Greater mouse-eared bat),0.595,2.0,
1381419,A0A6J3RFG4,,724,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.501,2.0,
1381465,A0A2U4A0A8,,3600,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.575,2.0,
1381479,A0A6J3RY50,,70,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.629,2.0,
1381484,A0A7J8AN17,Transcription factor 12,706,Myotis myotis (Greater mouse-eared bat),0.659,2.0,
1381562,A0A7J7RSY3,,1819,Myotis myotis (Greater mouse-eared bat),0.562,2.0,
1381597,A0AA40HG66,Dysbindin domain-containing protein 1,258,Eptesicus nilssonii (Northern bat),0.585,2.0,
1381609,A0A7J7UN77,,705,Myotis myotis (Greater mouse-eared bat),0.532,2.0,
1381630,A0A7J8AN67,Protein max,160,Myotis myotis (Greater mouse-eared bat),0.606,2.0,
1381673,A0A7J7YFQ9,,483,Myotis myotis (Greater mouse-eared bat),0.679,2.0,
1381680,A0A7J8AKV6,Integrin-binding sialoprotein,308,Myotis myotis (Greater mouse-eared bat),0.659,2.0,
1381682,A0A7J7XEM1,Cold-inducible RNA-binding protein,186,Myotis myotis (Greater mouse-eared bat),0.634,2.0,
1381683,A0A7J7XFR3,,406,Myotis myotis (Greater mouse-eared bat),0.567,2.0,
1381696,A0AA40HGH7,Serine/arginine-rich splicing factor 2,221,Eptesicus nilssonii (Northern bat),0.588,2.0,
1381724,A0AA40HE30,RNA-binding protein 8A,174,Eptesicus nilssonii (Northern bat),0.54,2.0,
1381730,A0AA40HFE9,ENTH domain-containing protein,635,Eptesicus nilssonii (Northern bat),0.619,2.0,
1381757,A0A7J8AN62,Protein max,151,Myotis myotis (Greater mouse-eared bat),0.589,2.0,
1381759,A0A7J7XZU6,,206,Myotis myotis (Greater mouse-eared bat),0.684,2.0,
1381762,A0A7J7XJX1,,925,Myotis myotis (Greater mouse-eared bat),0.669,2.0,
1381781,A0A7J7SPZ1,T-cell surface glycoprotein CD3 zeta chain,203,Myotis myotis (Greater mouse-eared bat),0.522,2.0,
1381787,A0A7J7S0Z4,,1292,Myotis myotis (Greater mouse-eared bat),0.616,2.0,
1381794,A0A5C1K5D8,Cyclin-dependent kinase inhibitor 1B,198,Stenella attenuata (Pantropical spotted dolphin) (Steno attenuatus),0.677,2.0,
1381796,A0AA40I1P1,DNA damage-inducible transcript 3 protein,168,Eptesicus nilssonii (Northern bat),0.643,2.0,
1381807,A0A7J7T8S5,,509,Myotis myotis (Greater mouse-eared bat),0.682,2.0,
1381816,A0A7J7RTZ5,,1316,Myotis myotis (Greater mouse-eared bat),0.572,2.0,
1381858,A0A7J7XL59,,899,Myotis myotis (Greater mouse-eared bat),0.637,2.0,
1381898,A0A7J8AT99,YTH domain-containing family protein,724,Myotis myotis (Greater mouse-eared bat),0.619,2.0,
1381906,A0A7J7UMU2,,723,Myotis myotis (Greater mouse-eared bat),0.523,2.0,
1381914,A0AA40HRK1,Splicing factor 1,773,Eptesicus nilssonii (Northern bat),0.675,2.0,
1381919,A0AA40I8J9,Histone-lysine N-methyltransferase SETD1A,1677,Eptesicus nilssonii (Northern bat),0.525,2.0,
1381931,A0AA40LDJ7,E3 ubiquitin-protein ligase PPP1R11,126,Eptesicus nilssonii (Northern bat),0.659,2.0,
1381939,A0A7J8AL57,,482,Myotis myotis (Greater mouse-eared bat),0.502,2.0,
1381966,A0A7J7XG67,Transcription initiation factor IIF subunit alpha,517,Myotis myotis (Greater mouse-eared bat),0.544,2.0,
1381967,A0A7J7SSK9,,387,Myotis myotis (Greater mouse-eared bat),0.638,2.0,
1381987,A0A7J7T6J4,,579,Myotis myotis (Greater mouse-eared bat),0.528,2.0,
1382008,A0A7J7TSH3,,457,Myotis myotis (Greater mouse-eared bat),0.569,2.0,
1382018,A0A7J7Z166,,1708,Myotis myotis (Greater mouse-eared bat),0.621,2.0,
1382039,A0AA40I3H7,Eukaryotic translation initiation factor 4E binding protein 1,140,Eptesicus nilssonii (Northern bat),0.529,2.0,
1382042,A0A7J7T670,[histone H3]-trimethyl-L-lysine(27) demethylase,1656,Myotis myotis (Greater mouse-eared bat),0.585,2.0,
1382049,A0A7J7SSS3,,627,Myotis myotis (Greater mouse-eared bat),0.531,2.0,
1382052,A0AA40LFN0,BZIP domain-containing protein,338,Eptesicus nilssonii (Northern bat),0.639,2.0,
1382071,A0AA40HF20,Bcl-2-binding component 3,395,Eptesicus nilssonii (Northern bat),0.628,2.0,
1382076,A0A7J7XGB2,Transcription initiation factor IIF subunit alpha,489,Myotis myotis (Greater mouse-eared bat),0.577,2.0,
1382111,A0A7J7XEI5,Cold-inducible RNA-binding protein,172,Myotis myotis (Greater mouse-eared bat),0.605,2.0,
1382135,A0AA40HRP0,Anaphase-promoting complex subunit 15,121,Eptesicus nilssonii (Northern bat),0.628,2.0,
1382166,A0A7J7QY63,Protein phosphatase 1 regulatory subunit 15A,420,Myotis myotis (Greater mouse-eared bat),0.583,2.0,
1382174,A0A7J7T808,,823,Myotis myotis (Greater mouse-eared bat),0.513,2.0,
1382182,A0A7J7XG40,Transcription initiation factor IIF subunit alpha,490,Myotis myotis (Greater mouse-eared bat),0.573,2.0,
1382217,A0A7J7XKY3,Transcription factor E2-alpha,650,Myotis myotis (Greater mouse-eared bat),0.525,2.0,
1382235,A0AA40I2I9,Parathyroid hormone-related protein,176,Eptesicus nilssonii (Northern bat),0.58,2.0,
1382262,A0A7J7WF39,,513,Myotis myotis (Greater mouse-eared bat),0.548,2.0,
1382267,A0AA40I157,RRM domain-containing protein,638,Eptesicus nilssonii (Northern bat),0.693,2.0,
1382272,A0AA40I8U1,Caskin-1,1449,Eptesicus nilssonii (Northern bat),0.522,2.0,
1382275,A0A7J7UNB7,Anaphase-promoting complex subunit CDC26,85,Myotis myotis (Greater mouse-eared bat),0.612,2.0,
1382280,A0AA40HLJ1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,194,Eptesicus nilssonii (Northern bat),0.51,2.0,
1382294,A0AA40LCR7,C2H2-type domain-containing protein,250,Eptesicus nilssonii (Northern bat),0.588,2.0,
1382299,A0A7J7T3Q1,Cyclin-dependent kinase 12,1491,Myotis myotis (Greater mouse-eared bat),0.639,2.0,
1382300,A0A7J7STF5,RNA-binding protein 8A,174,Myotis myotis (Greater mouse-eared bat),0.54,2.0,
1382305,A0AA40HLP8,Collagen alpha-1(XVII) chain,1426,Eptesicus nilssonii (Northern bat),0.506,2.0,
1382310,A0A7J8A1T1,Syndecan,400,Myotis myotis (Greater mouse-eared bat),0.618,2.0,
1382313,A0A7J7ZZR1,,109,Myotis myotis (Greater mouse-eared bat),0.578,2.0,
1382315,A0A7J7XXD9,,2845,Myotis myotis (Greater mouse-eared bat),0.568,2.0,
1382331,A0A7J7UPX4,,569,Myotis myotis (Greater mouse-eared bat),0.598,2.0,
1382333,A0AA40LGE9,PEHE domain-containing protein,614,Eptesicus nilssonii (Northern bat),0.508,2.0,
1382346,A0A7J7TS14,,1428,Myotis myotis (Greater mouse-eared bat),0.542,2.0,
1382358,A0A7J7YF83,,154,Myotis myotis (Greater mouse-eared bat),0.545,2.0,
1382374,A0A7J7UPX0,,566,Myotis myotis (Greater mouse-eared bat),0.601,2.0,
1382378,A0A7J7WH99,TFIIS N-terminal domain-containing protein,819,Myotis myotis (Greater mouse-eared bat),0.676,2.0,
1382382,A0A7J7YGB5,Polyglutamine-binding protein 1,293,Myotis myotis (Greater mouse-eared bat),0.648,2.0,
1382392,A0A7J7T3R8,Cyclin-dependent kinase 12,1503,Myotis myotis (Greater mouse-eared bat),0.633,2.0,
1382393,A0A7J7TRS2,,194,Myotis myotis (Greater mouse-eared bat),0.51,2.0,
1382403,A0A7J7XKS0,Transcription factor E2-alpha,654,Myotis myotis (Greater mouse-eared bat),0.561,2.0,
1382404,A0A7J7XJN4,,246,Myotis myotis (Greater mouse-eared bat),0.524,2.0,
1382408,A0A7J7VKK4,Splicing factor 1,639,Myotis myotis (Greater mouse-eared bat),0.609,2.0,
1382410,A0A7J7XJY3,,901,Myotis myotis (Greater mouse-eared bat),0.663,2.0,
1382413,A0A7J8A0X0,Translocation protein SEC62,302,Myotis myotis (Greater mouse-eared bat),0.599,2.0,
1382415,A0A7J7Y1N0,,186,Myotis myotis (Greater mouse-eared bat),0.688,2.0,
1382419,A0AA40HHS4,BHLH domain-containing protein,579,Eptesicus nilssonii (Northern bat),0.501,2.0,
1382441,A0A7J7XL03,Transcription factor E2-alpha,653,Myotis myotis (Greater mouse-eared bat),0.56,2.0,
1382456,A0A7J8A1S4,,3669,Myotis myotis (Greater mouse-eared bat),0.515,2.0,
1382459,A0AA40HYL1,Nucleolar protein 7 C-terminal domain-containing protein,255,Eptesicus nilssonii (Northern bat),0.549,2.0,
1382465,A0AA40LDZ4,Protein phosphatase 1 regulatory subunit 15A,569,Eptesicus nilssonii (Northern bat),0.527,2.0,
1382501,A0A7J7YGD6,,470,Myotis myotis (Greater mouse-eared bat),0.672,2.0,
1382511,A0A7J7S1L3,,1294,Myotis myotis (Greater mouse-eared bat),0.615,2.0,
1382519,A0AA40HGV5,Homeobox protein Hox-B1,280,Eptesicus nilssonii (Northern bat),0.693,2.0,
1382532,A0A7J8AJ91,Ena/VASP-like protein,415,Myotis myotis (Greater mouse-eared bat),0.595,2.0,
1382537,A0A7J7T5W7,,359,Myotis myotis (Greater mouse-eared bat),0.582,2.0,
1382546,A0A7J7Z1Z0,,118,Myotis myotis (Greater mouse-eared bat),0.661,2.0,
1382562,A0A7J7ZSB0,,2275,Myotis myotis (Greater mouse-eared bat),0.588,2.0,
1382564,A0A7J8AJ73,,188,Myotis myotis (Greater mouse-eared bat),0.5,2.0,
1382573,A0AA40HET9,U1 small nuclear ribonucleoprotein 70 kDa,429,Eptesicus nilssonii (Northern bat),0.641,2.0,
1382595,A0AA40LFW5,BZIP domain-containing protein,358,Eptesicus nilssonii (Northern bat),0.612,2.0,
1382626,A0A7J7QXU9,Protein phosphatase 1 regulatory subunit 15A,378,Myotis myotis (Greater mouse-eared bat),0.537,2.0,
1382636,A0A7J7XJW2,,914,Myotis myotis (Greater mouse-eared bat),0.651,2.0,
1382678,A0A7J8A0W1,Syndecan,442,Myotis myotis (Greater mouse-eared bat),0.6,2.0,
1382700,A0AA40LRK3,Cyclin-dependent kinase inhibitor 1B,199,Eptesicus nilssonii (Northern bat),0.673,2.0,
1382703,A0A7J8A3M4,,288,Myotis myotis (Greater mouse-eared bat),0.663,2.0,
1382721,A0A7J7Z9T2,,1828,Myotis myotis (Greater mouse-eared bat),0.663,2.0,
1382738,A0A7J7Z2V3,Cleavage and polyadenylation specificity factor subunit 6,552,Myotis myotis (Greater mouse-eared bat),0.578,2.0,
1382739,A0A7J7V572,,503,Myotis myotis (Greater mouse-eared bat),0.513,2.0,
1382772,A0A7J7Y383,,1948,Myotis myotis (Greater mouse-eared bat),0.565,2.0,
1382773,A0AA40I557,Transcription initiation factor IIF subunit alpha,518,Eptesicus nilssonii (Northern bat),0.546,2.0,
1382785,A0A7J8A1Y2,,708,Myotis myotis (Greater mouse-eared bat),0.568,2.0,
1382789,A0A7J7T6C6,Mediator of RNA polymerase II transcription subunit 1,1401,Myotis myotis (Greater mouse-eared bat),0.525,2.0,
1382794,A0AA40HGF1,Chromo domain-containing protein,528,Eptesicus nilssonii (Northern bat),0.532,2.0,
1382808,A0A7J7ZTI6,,2274,Myotis myotis (Greater mouse-eared bat),0.599,2.0,
1382825,A0A7J7RKW6,Death domain-associated protein 6,748,Myotis myotis (Greater mouse-eared bat),0.528,2.0,
1382839,A0A7J8ASH5,YTH domain-containing family protein,732,Myotis myotis (Greater mouse-eared bat),0.619,2.0,
1382878,A0A7J7R078,,576,Myotis myotis (Greater mouse-eared bat),0.542,2.0,
1382895,A0A7J7T6U1,Microtubule-associated protein,439,Myotis myotis (Greater mouse-eared bat),0.617,2.0,
1382898,A0A7J7QY33,U1 small nuclear ribonucleoprotein 70 kDa,438,Myotis myotis (Greater mouse-eared bat),0.648,2.0,
1382904,A0A7J7XGY0,,706,Myotis myotis (Greater mouse-eared bat),0.537,2.0,
1382906,A0A7J7STS8,,553,Myotis myotis (Greater mouse-eared bat),0.505,2.0,
1382927,A0A7J7XIM1,Nucleophosmin,259,Myotis myotis (Greater mouse-eared bat),0.541,2.0,
1382929,A0A7J7TKL2,Syndecan,201,Myotis myotis (Greater mouse-eared bat),0.592,2.0,
1382937,A0A7J7ZZU8,,256,Myotis myotis (Greater mouse-eared bat),0.539,2.0,
1382952,A0AA40IAR4,Polyglutamine-binding protein 1,277,Eptesicus nilssonii (Northern bat),0.7,2.0,
1382960,A0AA40HC67,ARID domain-containing protein,1310,Eptesicus nilssonii (Northern bat),0.553,2.0,
1382997,A0A7J7Z1R2,Cleavage and polyadenylation specificity factor subunit 6,588,Myotis myotis (Greater mouse-eared bat),0.553,2.0,
1383014,A0A7J8AHR0,,427,Myotis myotis (Greater mouse-eared bat),0.646,2.0,
1383020,A0A7J7T2V8,"Rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",87,Myotis myotis (Greater mouse-eared bat),0.632,2.0,
1383022,A0A7J7V5N0,Twist-related protein 1,200,Myotis myotis (Greater mouse-eared bat),0.515,2.0,
1383048,A0AA40LDT4,RNA-binding protein EWS,655,Eptesicus nilssonii (Northern bat),0.652,2.0,
1383056,A0AA40LEX6,Cyclin-dependent kinase 12,1491,Eptesicus nilssonii (Northern bat),0.644,2.0,
1383058,A0A7J7T4H4,Cyclin-dependent kinase 12,1482,Myotis myotis (Greater mouse-eared bat),0.637,2.0,
1383061,A0A7J7URT9,,356,Myotis myotis (Greater mouse-eared bat),0.685,2.0,
1383084,A0A7J7TU03,,228,Myotis myotis (Greater mouse-eared bat),0.5,2.0,
1383097,A0A7J7V2D6,,1446,Myotis myotis (Greater mouse-eared bat),0.566,2.0,
1383112,A0A7J8AJY0,Ena/VASP-like protein,413,Myotis myotis (Greater mouse-eared bat),0.598,2.0,
1383136,A0A7J7V282,,1506,Myotis myotis (Greater mouse-eared bat),0.543,2.0,
1383141,A0AA40LVH9,Activated RNA polymerase II transcriptional coactivator p15,134,Eptesicus nilssonii (Northern bat),0.5,2.0,
1383151,A0A7J7YGG0,,155,Myotis myotis (Greater mouse-eared bat),0.548,2.0,
1383155,A0A7J7T4B5,,531,Myotis myotis (Greater mouse-eared bat),0.527,2.0,
1383167,A0A7J7YDF9,,1489,Myotis myotis (Greater mouse-eared bat),0.563,2.0,
1383198,A0A7J7XK54,,916,Myotis myotis (Greater mouse-eared bat),0.654,2.0,
1383200,A0A7J7WHP0,,1231,Myotis myotis (Greater mouse-eared bat),0.509,2.0,
1383217,A0A7J7QUN1,,1798,Myotis myotis (Greater mouse-eared bat),0.536,2.0,
1383236,A0A7J7UQN9,PC4 and SFRS1-interacting protein,509,Myotis myotis (Greater mouse-eared bat),0.64,2.0,
1383237,A0A7J7Y289,,1692,Myotis myotis (Greater mouse-eared bat),0.534,2.0,
1383248,A0A7J7TSI6,,1417,Myotis myotis (Greater mouse-eared bat),0.524,2.0,
1383257,A0A7J7WUJ1,,164,Myotis myotis (Greater mouse-eared bat),0.5,2.0,
1383303,A0A7J7UR17,PC4 and SFRS1-interacting protein,528,Myotis myotis (Greater mouse-eared bat),0.653,2.0,
1383350,A0A7J7VKC7,DNA polymerase delta subunit 3,463,Myotis myotis (Greater mouse-eared bat),0.542,2.0,
1383352,A0A7J7Z7T4,Protein phosphatase 1 regulatory subunit,1030,Myotis myotis (Greater mouse-eared bat),0.604,2.0,
1383358,A0AA40LMF8,Cyclin-dependent kinase inhibitor domain-containing protein,164,Eptesicus nilssonii (Northern bat),0.53,2.0,
1383393,A0A7J7VZK8,Myelin basic protein,172,Myotis myotis (Greater mouse-eared bat),0.616,2.0,
1383411,A0A7J7ZTJ7,,743,Myotis myotis (Greater mouse-eared bat),0.635,2.0,
1383445,A0A484GTF5,TNRC6 PABC binding domain-containing protein,1890,Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis),0.505,2.0,
1383450,A0AA40LMY8,RWD domain-containing protein,420,Eptesicus nilssonii (Northern bat),0.543,2.0,
1383463,A0AA40HLI2,Nanos homolog 1,565,Eptesicus nilssonii (Northern bat),0.591,2.0,
1383515,A0A484GN14,Syndecan,424,Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis),0.535,2.0,
1383529,A0A7J7Z218,DNA damage-inducible transcript 3 protein,168,Myotis myotis (Greater mouse-eared bat),0.631,2.0,
1383550,A0A7J7Y3N0,Activated RNA polymerase II transcriptional coactivator p15,127,Myotis myotis (Greater mouse-eared bat),0.504,2.0,
1383580,A0AA40LW71,RRM domain-containing protein,153,Eptesicus nilssonii (Northern bat),0.556,2.0,
1383614,A0A7J7XHX2,,1014,Myotis myotis (Greater mouse-eared bat),0.545,2.0,
1383631,A0A7J7SSQ9,,69,Myotis myotis (Greater mouse-eared bat),0.681,2.0,
1383669,A0A7J7Z7Q2,Parathyroid hormone-related protein,178,Myotis myotis (Greater mouse-eared bat),0.584,2.0,
1383679,A0A484GX81,PEHE domain-containing protein,614,Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis),0.515,2.0,
1383701,A0A7J7ZUV2,,742,Myotis myotis (Greater mouse-eared bat),0.58,2.0,
1383719,A0A484GQS6,Proto-oncogene FRAT1,278,Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis),0.583,2.0,
1383731,A0A7J7Z7K7,Parathyroid hormone-related protein,176,Myotis myotis (Greater mouse-eared bat),0.58,2.0,
1383756,A0A7J7Z1C2,Cyclin-dependent kinase inhibitor 1B,198,Myotis myotis (Greater mouse-eared bat),0.662,2.0,
1383766,A0A484GYG5,Adenomatous polyposis coli protein,2847,Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis),0.542,2.0,
1383796,A0A7J7ZV45,Elongin-A,802,Myotis myotis (Greater mouse-eared bat),0.623,2.0,
1383811,M1PRG5,,540,Symphalangus syndactylus (Siamang) (Hylobates syndactylus),0.535,2.0,
1383818,A0A7J7Y262,,1693,Myotis myotis (Greater mouse-eared bat),0.533,2.0,
1383838,A0A484H1B8,ARID domain-containing protein,1312,Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis),0.602,2.0,
